City_ID,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date
272,margate,51.3813,1.3862,11.6,72,88,3.58,GB,1714327216
273,bestobe,52.4994,73.0975,13.17,57,100,10.38,KZ,1714327216
274,east london,-33.0153,27.9116,20.52,83,0,4.12,ZA,1714327217
275,saint-philippe,-21.3585,55.7679,25.77,85,59,4.61,RE,1714327217
276,morehead city,34.7229,-76.726,26.01,65,0,4.63,US,1714327086
277,lyantonde,-0.4031,31.1572,19.58,92,98,1.07,UG,1714327217
278,mangrol,21.1167,70.1167,27.15,72,62,7.12,IN,1714327217
279,fremont,37.5483,-121.9886,21.65,67,20,4.63,US,1714326960
280,berriane,32.8265,3.7669,25.45,30,0,5.57,DZ,1714327218
281,olinda,-8.0089,-34.8553,25.85,100,75,1.03,BR,1714327218
282,melnik,50.3505,14.4741,21.49,69,87,3.89,CZ,1714327218
283,elliot lake,46.3834,-82.6331,13.38,53,100,3.42,CA,1714327218
284,barra de santo antonio,-9.4047,-35.5072,29.6,72,85,4.45,BR,1714327218
285,kattivakkam,13.2167,80.3167,31.17,80,26,5.07,IN,1714327219
286,coracora,-15.0333,-73.7833,18.25,53,1,4.8,PE,1714327219
287,palmas,-10.2128,-48.3603,31.93,66,40,2.57,BR,1714326769
288,bakhmut,48.5956,37.9999,15.97,86,95,7.92,UA,1714327219
289,khilok,51.3674,110.4676,-1.26,78,72,1.8,RU,1714327220
290,kingston,17.997,-76.7936,31.53,66,20,4.63,JM,1714327091
291,bayanhongor,46.7167,100.1167,-10.29,66,1,2.31,MN,1714327220
292,uige,-7.6087,15.0613,22.55,75,14,1.88,AO,1714327220
293,mount pearl,47.5166,-52.7813,2.3,95,100,9.77,CA,1714327220
294,guaiba,-30.1139,-51.325,21.95,71,75,2.57,BR,1714327117
295,shahba,32.8551,36.629,19.7,64,100,1.66,SY,1714327221
296,luganville,-15.5333,167.1667,26.13,89,92,2.98,VU,1714327221
297,nova xavantina,-14.6667,-52.35,31.51,55,18,1.79,BR,1714327221
298,carrizo springs,28.5219,-99.8606,30.34,44,0,4.63,US,1714327129
299,twon-brass,4.3151,6.2418,29.26,80,98,4.87,NG,1714327222
300,launceston,-41.45,147.1667,15.45,82,88,6.69,AU,1714327222
301,jayapura,-2.5333,140.7,24.66,93,97,1.76,ID,1714327222
302,aykhal,66.0,111.5,-10.03,97,86,3.34,RU,1714327222
303,bol,13.4586,14.7147,29.78,44,27,2.93,TD,1714327222
304,newport,51.5877,-2.9984,12.1,66,73,7.01,GB,1714327223
305,haiku-pauwela,20.9219,-156.3051,24.47,84,20,3.09,US,1714327223
306,petrolina,-9.3986,-40.5008,32.03,48,40,3.09,BR,1714326786
307,smithfield,41.922,-71.5495,18.14,76,100,3.09,US,1714327205
308,dazhong,33.1997,120.4578,12.59,96,100,3.17,CN,1714327223
309,sukhobezvodnoye,57.0491,44.8891,7.58,85,100,2.08,RU,1714327223
310,mancha real,37.7863,-3.6123,16.94,49,74,2.72,ES,1714327224
311,new norfolk,-42.7826,147.0587,16.07,70,88,4.0,AU,1714327224
312,graneros,-34.0667,-70.7333,12.1,62,75,3.09,CL,1714327224
313,nova vicosa,-17.8919,-39.3719,27.79,64,4,3.47,BR,1714327130
314,sechura,-5.5569,-80.8222,27.56,56,21,3.8,PE,1714327224
315,san pedro pochutla,15.7333,-96.4667,34.05,39,15,4.87,MX,1714327224
316,kharan,28.5833,65.4167,21.92,20,9,4.56,PK,1714327225
317,thoothukudi,8.8054,78.1453,30.61,71,98,4.44,IN,1714327225
318,seka,17.9285,103.9552,34.46,25,54,3.4,TH,1714327225
319,tralee,52.2704,-9.7026,11.14,76,75,5.66,IE,1714327225
320,iglesias,39.3114,8.535,19.85,40,17,3.38,IT,1714327226
321,tazacorte,28.629,-17.9293,19.54,69,20,6.17,ES,1714327226
322,chibougamau,49.9168,-74.3659,1.79,87,100,7.2,CA,1714327226
323,hanceville,34.0607,-86.7675,24.75,48,19,5.47,US,1714327226
324,lubao,14.9167,120.55,30.84,79,31,2.71,PH,1714327226
325,vila franca do campo,37.7167,-25.4333,18.27,99,55,1.36,PT,1714327226
326,mpanda,-6.3655,31.0409,18.8,92,48,0.99,TZ,1714327226
327,bahia honda,22.9036,-83.1592,29.65,51,100,5.07,CU,1714327227
328,grabovo,53.3875,45.064,17.75,68,100,4.3,RU,1714327227
329,dryden,49.7833,-92.7503,0.16,74,100,4.12,CA,1714327227
330,andergrove,-21.0833,149.1833,22.34,79,13,6.27,AU,1714327227
331,rikaze,29.25,88.8833,7.67,21,42,2.37,CN,1714327227
332,koryazhma,61.3143,47.1691,4.39,76,100,1.67,RU,1714327228
333,mumbwa,-14.9783,27.0619,19.4,51,36,3.82,ZM,1714327228
334,sauri,11.7266,6.7837,37.35,9,100,4.76,NG,1714327228
335,fort stockton,30.894,-102.8793,24.86,17,0,6.6,US,1714327204
336,bang saphan,11.2126,99.5117,26.58,90,99,1.63,TH,1714327228
337,san patricio,28.017,-97.5169,28.05,79,90,5.1,US,1714327229
338,saint-joseph,-21.3667,55.6167,25.21,84,51,4.49,RE,1714327229
339,lionel town,17.8101,-77.2406,31.94,53,0,4.54,JM,1714327229
340,broken hill,-31.95,141.4333,14.5,33,81,2.36,AU,1714327229
341,ararat,39.8317,44.7049,17.19,18,11,2.46,AM,1714327227
342,polyarnyy,69.1989,33.4478,-3.98,83,29,2.99,RU,1714327230
343,papao,-17.75,-149.55,24.82,83,88,11.81,PF,1714327230
344,north bend,43.4065,-124.2243,13.48,76,100,2.57,US,1714327230
345,ulety,51.3572,112.4849,1.07,69,52,1.95,RU,1714327108
346,katsuura,35.1333,140.3,19.46,91,100,5.22,JP,1714327230
347,mwinilunga,-11.7358,24.4293,16.03,69,5,1.46,ZM,1714327230
348,solwezi,-12.1688,26.3894,15.23,74,7,1.89,ZM,1714327230
349,flying fish cove,-10.4217,105.6791,27.82,94,100,5.14,CX,1714327230
350,labrador city,52.9463,-66.9114,5.1,69,100,6.17,CA,1714327231
351,spring creek,40.7266,-115.5859,11.56,59,36,4.07,US,1714327231
352,pacasmayo,-7.4006,-79.5714,23.48,70,23,4.66,PE,1714327231
353,catia la mar,10.6038,-67.0303,30.11,79,40,2.57,VE,1714327220
354,tanda,26.55,82.65,31.4,14,46,3.61,IN,1714327231
355,mount isa,-20.7333,139.5,22.87,53,100,2.57,AU,1714327231
356,cesson-sevigne,48.1212,-1.603,11.98,76,56,1.54,FR,1714327211
357,hadibu,12.65,54.0333,29.59,75,27,4.4,YE,1714327231
358,baiyin,36.5583,104.2081,6.76,54,100,7.62,CN,1714327232
359,remire-montjoly,4.9167,-52.2667,25.02,100,75,2.57,GF,1714327232
360,port hedland,-20.3167,118.5667,23.03,64,0,3.6,AU,1714327232
361,jalqani,12.4486,34.2186,36.45,16,88,2.68,SD,1714327232
362,gilgit,35.9221,74.3087,9.15,70,85,0.96,PK,1714327232
363,usogorsk,63.4106,48.6872,-0.74,93,100,1.46,RU,1714327232
364,ola,59.5833,151.2833,0.08,95,100,1.5,RU,1714327232
365,ndibene dahra,15.3338,-15.4766,39.99,21,0,6.58,SN,1714327232
366,kralendijk,12.15,-68.2667,32.99,55,40,6.69,BQ,1714327232
367,fort mcmurray,56.7268,-111.381,7.77,61,100,5.14,CA,1714327144
368,bichena,10.45,38.2,17.77,49,97,0.8,ET,1714327233
369,glazunovka,52.4986,36.3275,13.17,78,100,4.19,RU,1714327233
370,edd,13.9297,41.6925,33.54,54,49,7.24,ER,1714327233
371,birao,10.2849,22.7882,36.38,16,51,2.5,CF,1714327233
372,uturoa,-16.7333,-151.4333,27.85,76,87,10.03,PF,1714327233
373,cockburn town,21.4612,-71.1419,24.78,68,93,10.68,TC,1714327233
374,port saint john's,-31.6229,29.5448,20.27,81,53,5.52,ZA,1714327233
375,ca mau,9.1769,105.15,27.76,77,4,1.16,VN,1714327234
376,tongouson,5.0214,120.1328,28.13,82,100,4.11,PH,1714327234
377,puerto baquerizo moreno,-0.9,-89.6,28.55,70,40,5.14,EC,1714327234
378,vallenar,-28.5708,-70.7581,28.64,17,73,3.37,CL,1714327234
379,mugia,43.1041,-9.2179,12.73,63,9,5.39,ES,1714327234
380,valdivia,-39.8142,-73.2459,13.05,96,100,2.86,CL,1714326970
381,posto fiscal rolim de moura,-13.0833,-62.2667,32.76,55,76,0.65,BR,1714327235
382,mao,39.8885,4.2658,17.31,82,40,6.17,ES,1714327235
383,afaahiti,-17.75,-149.2833,23.93,82,88,10.82,PF,1714327235
384,zeya,53.75,127.2667,0.27,67,39,1.55,RU,1714327235
385,kerouane,9.2667,-9.0167,24.4,92,91,3.33,GN,1714327235
386,san antonio de pale,-1.4014,5.6325,29.07,82,97,4.04,GQ,1714327235
387,wenchang,30.904,118.4887,19.03,97,100,1.66,CN,1714327235
388,colipapa,9.4726,122.5616,28.61,69,100,3.14,PH,1714327235
389,rio grande,-32.035,-52.0986,20.06,53,0,1.85,BR,1714327189
390,tanjung pandan,-2.75,107.65,26.62,87,99,2.16,ID,1714327236
391,tahe,52.3333,124.7333,-0.41,57,24,2.08,CN,1714327236
392,selfoss,63.9331,-20.9971,11.69,49,65,2.82,IS,1714327236
393,xinyuan,37.3,99.0,3.46,76,100,4.13,CN,1714327236
394,kirzhach,56.15,38.8667,9.61,68,95,1.65,RU,1714327236
395,cobram,-35.9167,145.65,13.51,54,73,0.94,AU,1714327236
396,inarajan village,13.2736,144.7484,27.54,88,29,6.09,GU,1714327237
397,kapa'a,22.0752,-159.319,25.99,83,75,3.6,US,1714327237
398,klaksvik,62.2266,-6.589,6.51,75,38,9.97,FO,1714327237
399,vilyuchinsk,52.9306,158.4028,3.29,99,100,1.6,RU,1714327237
400,bac lieu,9.285,105.7244,29.88,68,4,3.25,VN,1714327237
401,gulf shores,30.246,-87.7008,26.83,68,75,10.29,US,1714327203
402,raduzhny,62.0961,77.475,-4.55,86,100,8.01,RU,1714327237
403,sorong,-0.8833,131.25,27.06,82,100,0.49,ID,1714327237
404,trenton,40.217,-74.7429,25.0,61,83,2.68,US,1714327237
405,jiazi,22.8779,116.067,23.62,93,89,2.84,CN,1714327238
406,nogliki,51.8333,143.1667,-0.92,71,49,3.58,RU,1714327238
407,dudinka,69.4058,86.1778,-8.51,91,100,7.15,RU,1714327238
408,fairwood,47.4484,-122.1573,11.9,75,75,7.2,US,1714327238
409,khash,28.2211,61.2158,17.13,30,0,1.16,IR,1714327238
410,badiyah,22.45,58.8,28.05,53,16,7.04,OM,1714327158
411,moyamba,8.1667,-12.4333,29.83,65,79,3.08,SL,1714327238
412,egilsstadir,65.2653,-14.3948,3.95,100,75,4.12,IS,1714327238
413,camayenne,9.535,-13.6878,33.05,49,0,4.12,GN,1714327238
414,pemangkat,1.1667,108.9667,26.76,83,100,0.81,ID,1714327239
415,jieshou,33.2634,115.3611,17.85,89,100,2.55,CN,1714327239
416,flin flon,54.7682,-101.865,5.91,33,75,4.63,CA,1714327239
417,mogocha,53.7333,119.7667,-0.66,68,90,1.28,RU,1714327239
418,shingu,33.7333,135.9833,16.94,89,100,1.22,JP,1714327208
419,singrauli,24.1997,82.6753,28.44,34,68,3.05,IN,1714327239
420,usinsk,65.9939,57.5281,-13.29,88,54,4.02,RU,1714327239
421,hami,42.8,93.45,13.17,11,100,4.01,CN,1714327239
422,kansk,56.2017,95.7175,7.63,65,100,5.64,RU,1714327240
423,aberdeen,57.1437,-2.0981,6.27,94,100,6.69,GB,1714327240
424,luwuk,-0.9516,122.7875,23.44,87,100,1.53,ID,1714327145
425,tangalle,6.024,80.7911,27.15,88,100,1.99,LK,1714327152
426,tanumah,27.1,44.1333,20.54,57,77,3.31,SA,1714327240
427,kula,38.5473,28.6498,13.59,84,0,2.71,TR,1714327240
428,jhulasan,23.3286,72.4731,31.86,22,1,3.84,IN,1714327240
429,hailar,49.2,119.7,2.98,37,1,3.02,CN,1714327241
430,lorengau,-2.0226,147.2712,27.35,85,97,1.88,PG,1714327241
431,esqueda,30.7167,-109.5833,19.71,21,0,0.3,MX,1714327241
432,piacabucu,-10.4056,-36.4344,27.96,78,66,4.57,BR,1714327241
433,kristiansund,63.1115,7.732,12.36,37,0,3.6,NO,1714327241
434,brandon,27.9378,-82.2859,30.5,55,40,5.14,US,1714327241
435,djibo,14.1022,-1.6306,39.14,12,99,1.98,BF,1714327241
436,el tocuyo,9.7873,-69.7937,28.92,61,86,1.98,VE,1714327241
437,kish,26.5578,54.0194,29.15,48,0,3.09,IR,1714327242
438,al burayqah,30.4062,19.5739,28.99,23,83,7.28,LY,1714327242
439,las vegas,36.175,-115.1372,24.51,24,0,12.52,US,1714326917
440,delavan,42.6331,-88.6437,9.91,96,100,4.82,US,1714327242
441,acapulco de juarez,16.8634,-99.8901,27.29,59,1,4.68,MX,1714327097
442,dauphin,51.1494,-100.0502,8.08,46,0,9.77,CA,1714327073
443,shakawe,-18.3667,21.85,20.2,38,0,2.11,BW,1714327242
444,dalcahue,-42.3628,-73.7022,13.44,82,75,7.2,CL,1714327206
445,natal,-5.795,-35.2094,28.12,78,75,5.14,BR,1714326549
446,patong,7.8961,98.2966,27.08,76,88,0.69,TH,1714327243
447,kulhudhuffushi,6.6221,73.07,28.85,76,99,3.22,MV,1714327243
448,lagoa,39.05,-27.9833,14.59,59,66,0.53,PT,1714327243
449,richards bay,-28.783,32.0377,19.24,76,1,4.36,ZA,1714327243
450,siwa oasis,29.2041,25.5195,28.4,20,56,1.49,EG,1714327243
451,babruysk,53.15,29.2333,11.61,71,68,2.15,BY,1714327243
452,mossel bay,-34.1831,22.146,22.96,83,9,4.62,ZA,1714327243
453,wenling,28.3669,121.36,17.47,99,64,0.48,CN,1714327243
454,ust'-barguzin,53.45,108.9833,-0.16,86,80,1.2,RU,1714327243
455,amursk,50.2261,136.8994,3.32,47,2,2.18,RU,1714327244
456,konosha,60.9736,40.257,6.68,69,34,1.94,RU,1714327244
457,slave lake,55.2834,-114.769,5.99,81,100,0.0,CA,1714327244
458,fort-shevchenko,44.5086,50.263,19.66,32,17,4.43,KZ,1714327244
459,langenthal,47.2153,7.7961,11.69,69,100,1.35,CH,1714327244
460,retreat,38.8245,-85.8533,27.22,53,100,2.24,US,1714327245
461,megion,61.0296,76.1136,0.01,73,100,8.7,RU,1714327245
462,suoyarvi,62.0833,32.35,6.62,76,14,2.82,RU,1714327245
463,livingston,55.9029,-3.5226,11.23,48,0,4.12,GB,1714327245
464,kenai,60.5544,-151.2583,5.05,65,0,0.0,US,1714327245
465,kourou,5.1552,-52.6478,25.03,74,100,3.27,GF,1714327245
466,torres,-29.3353,-49.7269,19.92,68,100,0.4,BR,1714327245
467,glace bay,46.1969,-59.957,11.54,61,40,5.66,CA,1714327245
468,plettenberg bay,-34.0527,23.3716,20.09,77,59,3.91,ZA,1714327245
469,kamina,-8.7386,24.9906,18.34,79,3,1.42,CD,1714327246
470,walvis bay,-22.9575,14.5053,25.53,47,0,2.06,NA,1714327246
471,belo,6.1333,10.25,22.76,84,92,0.64,CM,1714327246
472,kuta,-8.7233,115.1723,27.97,88,40,5.81,ID,1714327246
473,shimoda,34.6667,138.95,17.84,83,100,2.86,JP,1714327246
474,bel ombre,-4.6167,55.4167,28.91,84,20,1.54,SC,1714327246
475,westport,41.1415,-73.3579,23.6,60,20,3.09,US,1714327246
476,rongelap,11.1635,166.8941,27.17,83,92,7.08,MH,1714327246
477,vanimo,-2.6741,141.3028,26.22,91,99,1.46,PG,1714327247
478,angaur state,6.906,134.13,28.46,80,97,8.29,PW,1714327247
479,vangaindrano,-23.35,47.6,21.67,84,48,2.39,MG,1714327247
480,weno,7.4515,151.8468,27.39,83,95,10.18,FM,1714327247
481,shahr-e babak,30.1165,55.1186,15.23,28,28,4.75,IR,1714327247
482,bokhan,53.153,103.7714,4.58,79,100,1.34,RU,1714327247
483,zalingei,12.9096,23.4741,33.81,21,74,5.03,SD,1714327247
484,waingapu,-9.6567,120.2641,24.87,86,67,4.54,ID,1714327247
485,ankang,32.68,109.0172,18.58,79,1,2.03,CN,1714327247
486,ta`u,-14.2336,-169.5144,29.34,77,23,7.0,AS,1714327248
487,poxoreo,-15.8372,-54.3892,34.14,39,17,1.26,BR,1714327248
488,kathmandu,27.7167,85.3167,21.12,40,20,2.06,NP,1714327032
489,cidreira,-30.1811,-50.2056,20.72,62,94,3.46,BR,1714327248
490,chuguyevka,44.1653,133.8633,2.47,57,75,1.12,RU,1714327248
491,turpan,42.9333,89.1667,17.14,10,63,1.39,CN,1714327248
492,half moon bay,37.4636,-122.4286,21.0,72,75,9.26,US,1714327248
493,tateyama,34.9833,139.8667,19.17,87,100,4.42,JP,1714327248
494,myitkyina,25.3833,97.4,22.31,73,56,3.09,MM,1714327248
495,saudarkrokur,65.7461,-19.6394,6.89,63,46,2.45,IS,1714327249
496,castillos,-34.1667,-53.8333,17.24,40,0,2.03,UY,1714327249
497,makueni boma,-1.8041,37.6203,19.78,90,96,0.13,KE,1714327249
498,yatou,37.15,122.3833,11.84,72,100,3.14,CN,1714327249
499,itoman,26.1247,127.6694,27.21,96,75,5.14,JP,1714327249
500,gore,-46.1028,168.9436,7.3,95,77,1.23,NZ,1714327249
501,sao gabriel da cachoeira,-0.1303,-67.0892,29.89,74,0,2.57,BR,1714327213
502,awjilah,29.1081,21.2869,30.76,13,91,5.86,LY,1714327242
503,ongjin,37.9347,125.3619,15.1,64,100,1.69,KP,1714327226
504,tromso,69.6496,18.957,6.01,52,0,3.6,NO,1714327032
505,paka,4.6374,103.4368,25.96,94,64,0.0,MY,1714327250
506,marshall,34.3834,-86.3333,26.17,62,40,4.12,US,1714327152
507,lucapa,-8.4192,20.7447,20.27,67,0,1.43,AO,1714327250
508,nurabad,34.0734,47.9725,13.77,36,0,2.33,IR,1714327250
509,kashgar,39.4547,75.9797,10.56,76,75,6.0,CN,1714327250
510,bontang,0.1333,117.5,27.14,85,79,3.32,ID,1714327250
511,al wajh,26.2455,36.4525,27.97,47,0,2.06,SA,1714327250
512,naze,28.3667,129.4833,22.51,92,100,3.16,JP,1714326991
513,boguchany,58.3814,97.4531,6.59,65,100,3.58,RU,1714327179
514,as sulayyil,20.4607,45.5779,29.14,18,24,3.02,SA,1714327251
515,borzya,50.3833,116.5167,2.95,37,9,3.23,RU,1714327251
516,nagqu,31.5,92.0,0.01,56,85,1.63,CN,1714327251
517,kencong,-8.2833,113.3667,24.56,94,95,1.03,ID,1714327251
518,xai-xai,-25.0519,33.6442,20.21,72,12,2.35,MZ,1714327251
519,qamdo,31.1667,97.2333,3.45,63,27,0.63,CN,1714327251
520,nikel,69.4128,30.222,1.1,89,100,3.93,RU,1714327252
521,necochea,-38.5473,-58.7368,17.49,36,1,8.41,AR,1714327252
522,banff,51.1762,-115.5698,9.57,53,100,2.06,CA,1714327213
523,keningau,5.3378,116.1602,22.45,96,97,0.57,MY,1714327252
524,myskhako,44.6714,37.7433,18.1,82,28,1.96,RU,1714327252
525,mirny,62.5353,113.9611,-10.43,95,69,0.45,RU,1714327252
526,scarborough,54.2797,-0.4044,9.76,85,100,2.68,GB,1714327158
527,rudnichnyy,59.617,52.4703,3.09,79,100,2.55,RU,1714327252
528,summerside,46.3959,-63.7876,12.19,22,58,4.12,CA,1714327210
529,pasuquin,18.3328,120.6177,27.89,72,0,1.45,PH,1714327253
530,byron bay,-28.65,153.6167,15.39,84,42,2.48,AU,1714327253
531,adiake,5.2863,-3.304,29.1,78,94,4.56,CI,1714327253
532,kazlu ruda,54.7667,23.5,16.11,64,42,4.32,LT,1714327253
533,reggane,26.7158,0.1714,31.06,21,100,8.8,DZ,1714327253
534,carnikava,57.1294,24.2744,16.01,65,34,2.74,LV,1714327253
535,caleta de carquin,-11.0925,-77.6267,22.83,74,11,3.59,PE,1714327253
536,chemolgan,43.1897,76.5292,5.81,82,100,1.43,KZ,1714327253
537,bodaybo,57.8506,114.1933,0.87,91,100,2.54,RU,1714327254
538,borovskoy,53.8,64.15,18.85,57,91,8.29,KZ,1714327254
539,tchintabaraden,15.8969,5.7985,38.22,12,7,4.1,NE,1714327254
540,volchikha,52.0333,80.3833,12.21,34,100,3.58,RU,1714327254
541,saryozek,44.3583,77.9753,8.74,54,100,1.03,KZ,1714327254
542,labuan,5.2767,115.2417,27.2,94,20,0.0,MY,1714327254
543,al jaradiyah,16.5795,42.9124,33.72,45,13,1.98,SA,1714327254
544,palikir - national government center,6.9248,158.1611,26.33,87,100,7.9,FM,1714327255
